customer_id,before_call_entropy,before_perc_of_calls_to_dar,before_calls_to_dar_ward_rank,before_calls_to_dar_subward_rank,after_call_entropy,before_money_sent_normed,after_mean_balance,after_cashin_normed,region_education,region_immunization_measles,region_antenatal_visits,region_parliament_female_male_ratio,region_population_millions,region_manyara,region_mara,region_pwani,region_ruvuma,region_shinyanga
447,4.1289,7.81,107.6,101.0,2.0449,17.582417582417584,2900.7,164.96946564885496,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
219,3.3468,30.98,176.0,209.0,3.7597,292.6829268292683,5346.572727272727,613.1355932203389,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
752,4.5984,16.75,299.67,304.0,4.4683,1245.9594594594594,25943.078260869566,3046.403225806452,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
153,2.6051,26.73,52.67,63.0,3.4193,1856.4245810055863,49030.14035087719,3647.2972972972975,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
1065,2.7068,20.21,250.12,308.0,3.4211,8148.378378378378,62827.40322580645,13336.527272727271,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0
924,3.6503,34.96,193.2,180.0,3.5533,264002.0,10040.463414634149,383.3140495867768,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
575,2.536,13.98,255.57,39.0,2.865,3526.5822784810125,6709.0,476.3793103448276,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0
193,,,,,,0.0,671.0,0.0,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0
1150,2.9471,8.57,178.0,179.0,3.7372,6.493506493506493,11349.0,1414.1197916666667,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
616,2.968,2.52,203.0,203.0,3.3457,489.0046296296296,2019.2,0.1531531531531531,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
1158,2.9059,98.73,299.67,374.0,3.7946,1.5625,69978.48148148147,1567.2462686567164,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
453,4.4573,47.12,51.6,138.0,4.0317,110.83743842364532,3375.1428571428573,141.2565789473684,,,,0.67,1.74,0,0,0,0,0
276,3.3537,27.59,107.6,115.0,3.488,3632.352941176471,8692.25,4.5,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
315,2.6871,65.15,93.75,147.0,2.7729,2977.5,34183.4154589372,2440.353535353536,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
332,2.8909,19.05,281.43,247.0,3.479,80288.26086956522,31657.26923076923,362.995145631068,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0
1199,3.7711,49.54,137.0,113.0,4.2145,31.51515151515152,4553.114285714286,400.888198757764,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0
1072,1.4575,3.47,307.5,324.0,3.3923,1052.5688073394494,4224.253968253968,617.5081967213115,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
76,2.8858,75.64,219.6,152.0,3.7314,4845.142857142857,13894.59523809524,2048.0061728395062,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
321,3.7502,53.73,381.0,332.0,4.1428,2860.0,25.0,0.0057803468208092,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
884,3.6678,58.45,399.2,439.0,3.4189,1741.783625730994,7423.0,3101.8815789473683,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
254,1.9352,77.74,255.57,241.0,2.4849,336.9047619047619,4264.631578947368,288.7435897435897,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
224,4.118,21.37,392.0,397.0,3.6506,2663.575757575757,8886.488888888889,235.90579710144928,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
81,3.8503,15.79,139.5,289.0,4.0494,4229.166666666667,129206.03448275862,5443.360248447205,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
1188,3.7568,19.01,72.14,44.0,3.3737,3833.174157303371,3861.482142857143,242.07103825136613,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
772,3.9166,33.07,106.2,45.0,3.8809,10.9375,2511.4444444444443,114.94252873563218,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
310,3.6875,58.4,20.5,6.0,3.8978,2841.964285714286,21186.24731182796,810.6994535519126,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
665,2.8539,38.33,70.4,55.0,2.6901,5440.88,18689.0198019802,449.34104046242777,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
1,3.909,76.67,249.42,268.0,3.6532,402.6315789473685,9583.268292682927,3618.956834532374,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
25,3.8279,1.48,63.75,180.0,3.3539,,36164.20930232558,1107.0,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
33,3.47,18.36,250.12,163.0,3.9931,9.30232558139535,13918.509803921568,756.0338983050848,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
827,3.257,40.1,355.25,348.0,3.8362,346.969696969697,8065.121212121212,187.625,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
158,4.1248,25.23,195.25,199.0,3.9153,92.91044776119404,677.0,4.957446808510638,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
777,3.5247,79.35,14.67,168.0,3.2943,2145.755,292.6666666666667,2.0076335877862594,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
379,2.9616,41.94,202.67,261.0,3.9405,,22797.5,175.6,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
28,4.967,37.25,36.0,71.0,4.3,8791.558441558442,189225.66,465.57936507936506,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
983,3.3153,58.47,418.25,436.0,2.615,253.6551724137931,,0.0,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
847,4.4379,19.6,137.0,113.0,4.4429,3379.285714285714,28258.472081218275,2699.632075471698,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
1112,3.5351,15.0,52.67,63.0,2.827,355171.1176470588,25061.489361702126,3347.584415584416,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
53,3.8548,51.26,141.5,80.0,3.4985,3630.542986425339,14953.4625,1221.5071428571428,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
1014,3.8108,31.86,355.25,339.0,3.8733,467.5838150289017,19103.557823129253,2641.1011235955057,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1010,3.7948,50.0,170.25,150.0,4.6102,,54992.80620155039,6102.684210526316,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
840,3.547,52.4,112.4,104.0,3.7656,1223.4741784037558,5378.745454545455,109.43076923076924,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
1114,3.3034,3.76,170.25,362.0,3.8408,342.12598425196853,3322.8478260869565,465.1236559139785,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0
737,3.0163,95.96,281.0,204.0,4.2704,669.4630872483222,11977.764705882351,179.00552486187846,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0
469,3.0267,7.14,184.25,145.0,3.1857,590.3669724770642,105.0,0.1368421052631579,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
298,3.6446,20.0,144.83,123.0,4.2571,116.98113207547168,0.0,0.0328638497652582,,,,0.75,0.7,0,0,0,0,0
586,2.811,84.12,53.67,46.0,1.0687,233.3333333333333,6593.571428571428,203.7685185185185,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
715,1.9692,0.0,,,3.2321,26315.78947368421,13732.22,900.20625,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1
174,3.2807,29.23,399.2,449.0,3.4058,636.25,8366.052631578947,253.6089108910891,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
733,3.5153,51.01,52.67,44.0,3.2935,965.1310043668122,4677.0,316.0,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
250,2.9478,21.15,106.2,107.0,3.2859,3.1645569620253164,4229.181818181818,209.55621301775147,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
478,3.7444,40.26,281.0,253.0,4.0587,346.23655913978496,6817.890625,274.1055900621118,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0
1177,2.852,39.66,422.22,424.0,3.111,11238.372093023256,33050.83018867925,560.4740740740741,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0
204,4.7199,22.92,70.0,107.0,4.4357,525.4857142857143,9793.755102040815,577.5135135135135,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
927,3.2985,23.81,178.0,193.0,3.384,,2429.9375,13.357414448669202,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0
34,3.266,10.0,381.0,332.0,2.814,2407.6470588235293,3969.7619047619046,171.06756756756758,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
27,4.5722,43.51,229.0,260.0,4.6594,5731.25,7711.523809523809,34.862637362637365,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
1077,4.2929,38.79,77.6,53.0,4.118,2237.0298507462685,169433.46496815287,15483.8125,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0
70,3.7746,11.54,229.0,324.0,3.5903,738.9447236180905,146611.875,8737.693430656935,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
891,3.62,50.38,392.0,362.0,3.855,893.4782608695652,7289.4390243902435,193.4909090909091,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
845,3.809,75.57,202.67,136.0,3.478,763.1472081218274,20313.485294117647,1055.563492063492,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0
378,2.6258,51.85,219.6,368.0,2.4358,360.0,21641.35714285714,431.02797202797206,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
37,3.2591,47.48,250.12,254.0,3.5681,1017.1875,6577.131578947368,747.6516129032258,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
580,3.4057,30.81,213.33,149.0,4.1133,22383.696132596684,166801.44444444444,50134.90540540541,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
273,3.1402,47.89,229.0,260.0,2.2146,116.46341463414636,7198.5,1100.5247524752476,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
486,2.4007,87.5,230.33,231.0,3.6837,987.7952755905512,7942.518518518518,445.6976744186047,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
676,3.9817,34.94,290.33,269.0,3.8828,1232.7586206896551,19069.0,1.4770114942528736,,,,0.5,1.58,0,0,0,0,0
1040,2.7929,80.0,299.67,286.0,2.9991,20712.5,6178.8,79.48031496062993,,,,,,0,0,0,0,0
269,3.2084,23.53,107.6,115.0,3.3182,4393.803418803419,6931.738095238095,728.7989417989418,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1082,2.6861,72.34,20.5,40.0,2.6307,5968.811881188119,0.0,0.3412698412698413,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1127,3.8929,74.81,57.4,34.0,4.7449,449.4660194174757,26938.71212121212,2496.8630136986303,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
17,3.4179,11.2,72.14,81.0,3.7119,6228.34375,90141.42372881356,1644.7862595419847,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
1007,3.7117,2.52,53.67,29.0,4.1565,13493.244897959185,42420.68695652174,7306.020576131687,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0
633,3.3987,27.27,195.67,247.0,4.192,1385.054347826087,59869.56,3179.244318181818,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
1087,4.8962,11.78,356.29,267.0,4.598,8888.587982832618,16910.912280701756,3707.8333333333335,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1162,2.7674,73.85,299.67,304.0,2.7424,5623.148148148148,11354.6875,16.890295358649787,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
309,,,,,,0.0,98879.11111111112,0.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
546,3.2651,1.29,93.75,43.0,4.1206,9.92063492063492,9973.791208791208,1412.535,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0
79,2.9807,72.8,277.0,248.0,2.4879,638.7850467289719,4220.5,65.53815261044177,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
765,3.4029,56.14,176.0,201.0,3.9317,306.25,9019.766666666666,487.150289017341,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
1013,3.1995,52.89,421.46,354.0,3.6362,53.86363636363637,18465.28,596.3130434782609,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
911,1.9533,78.79,202.67,211.0,2.4986,786.5269461077844,436.0,0.4181818181818181,13.1,93.2,39.66,0.5,1.37,0,0,0,0,0
612,3.2862,14.35,230.33,231.0,3.2058,1886.945945945946,2787.1428571428573,73.52671755725191,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
156,4.3918,30.08,178.0,179.0,4.182,3490.7894736842104,10525.585714285717,1311.0050505050506,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1
560,3.5773,7.73,255.57,243.0,3.0355,11464.529914529914,142853.7966101695,22178.36458333333,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
897,,,,,,0.0,50247.25,0.0,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0
186,2.8542,53.15,170.25,150.0,2.6721,1040.5172413793102,12924.142857142857,0.759493670886076,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
693,3.0836,29.63,170.25,150.0,3.1613,711.8279569892474,273.6666666666667,0.1842105263157894,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
202,3.6092,76.6,193.2,180.0,3.5614,3293.246511627907,175520.63333333333,5358.102564102564,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
742,3.7724,56.23,70.0,35.0,3.8137,7031.645569620253,24164.94827586207,4181.094488188976,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
713,3.9374,5.2,106.2,143.0,4.1631,1037.0661157024792,4074.630434782609,496.8140495867768,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
49,1.3252,97.5,52.67,63.0,2.1,1293.3333333333333,6788.192307692308,102.26696832579184,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
591,4.2295,14.26,141.5,80.0,4.2127,5802.942196531792,36503.12,1954.1310344827589,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0
839,2.7492,75.48,250.12,308.0,2.7246,137.67123287671234,8778.6,420.77840909090907,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
1168,4.2008,81.3,329.5,342.0,4.1506,0.8064516129032258,6252.84693877551,1890.8701923076924,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1
567,3.8223,70.81,49.75,97.0,3.6549,1808.381188118812,7359.789473684211,878.8979591836735,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
9,1.6434,66.67,230.33,208.0,3.5421,0.0,16161.2,175.39,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0
118,3.2341,33.71,418.25,436.0,2.9583,286.7132867132867,4124.941176470588,324.4761904761905,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
614,2.6131,71.43,213.33,313.0,3.6543,1289.2592592592594,107487.5,1735.0742574257426,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0
1085,3.5474,21.12,249.42,290.0,3.2306,1105.9641255605382,7088.2,52.785714285714285,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
680,3.1537,32.39,307.5,324.0,3.0887,332.03125,143424.875,2795.950980392157,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0
1018,2.8437,62.32,281.43,257.0,3.4747,2000.0,4335.714285714285,81.65306122448979,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1066,3.9065,32.03,106.2,45.0,3.7161,3935.2350230414745,71676.32967032967,3318.678321678321,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
641,3.2192,43.33,36.0,71.0,3.5668,38562.5,49701.982142857145,15970.447513812154,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
68,3.2701,43.08,381.0,418.0,3.7279,1129.2016806722688,6542.915492957746,645.3719008264463,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
340,2.9018,18.05,277.0,253.0,2.9674,15875.883248730965,12636.58064516129,1064.533834586466,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
605,3.4138,44.74,239.0,79.0,4.4209,98.91752577319588,6918.598130841122,1555.65625,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
189,3.9003,12.27,361.67,371.0,2.8924,7523.333333333333,3915.714285714286,30.99047619047619,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
946,2.9092,23.33,202.67,136.0,2.4558,367.9411764705882,15725.588235294115,487.4158415841584,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
251,3.1365,80.25,277.0,248.0,3.6592,3745.150537634409,4185.913793103448,656.065,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
1021,2.2471,82.61,356.29,388.0,2.7454,1864.383561643836,3133.285714285714,80.45731707317073,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
1081,3.2066,48.81,176.0,138.0,3.5372,1802.4038461538464,551.25,4.425925925925926,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0
21,3.561,42.65,356.29,156.0,3.772,2491.530054644809,16649.457142857143,438.3815028901734,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
1086,2.0906,19.0,280.83,276.0,3.1009,1091.6666666666667,8196.42857142857,3.957055214723926,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
1149,3.4388,36.41,355.25,339.0,2.5024,1887.0689655172407,5683.797468354431,234.0,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
235,4.5313,9.97,107.6,62.0,3.8309,15250.818681318682,15018.007407407407,4100.510416666667,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
179,2.3513,88.89,170.25,62.0,3.0847,117.01030927835052,50.0,0.027027027027027,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
972,3.1648,93.39,106.2,45.0,2.8811,11722.457627118643,9911.933333333332,14.41869918699187,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
449,3.5438,31.41,290.6,192.0,2.9018,652.45,9587.433333333332,644.781990521327,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
1102,3.5779,76.37,229.0,260.0,3.9521,499.5192307692308,548.6666666666666,10.3359375,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
699,2.4272,70.33,281.43,240.0,2.249,9025.43352601156,17248.133333333335,741.0342465753424,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
548,3.8604,24.57,399.2,409.0,3.4532,3.807106598984772,11138.785714285714,260.9918699186992,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
738,3.0404,83.65,137.0,113.0,3.1614,1304.6875,2004.5333333333333,63.51980198019802,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
963,4.3032,21.73,202.67,211.0,4.064,1163.2231404958677,7459.53488372093,354.26794258373207,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
211,3.1766,50.94,250.12,132.0,2.4554,1095.4545454545455,3201.395348837209,648.3859649122807,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
102,3.0516,78.73,260.25,322.0,3.553,3845.4545454545455,2989.25,18.39929328621908,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
1156,3.6366,6.71,359.17,367.0,4.3058,11310.0,49040.48484848485,3936.42,18.3,83.4,39.72,0.6,0.86,0,0,0,0,0
1123,1.9518,53.85,361.67,371.0,2.8454,591.9075144508671,11213.72,584.486301369863,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
155,3.9007,42.04,52.67,70.0,3.9526,12498.404255319148,22768.191489361703,1644.214876033058,,,,0.75,0.7,0,0,0,0,0
399,2.5442,33.33,14.67,2.0,1.6775,3496507.6923076925,,0.0,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
23,,,,,,0.0,3558.4444444444443,0.0,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
544,2.371,40.88,355.25,195.0,3.2354,561.2,5326.1621621621625,19.79326923076923,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0
555,3.2096,63.51,249.42,268.0,3.6841,2381.8435754189945,6612.217391304348,1.4814814814814814,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
867,3.5816,61.71,356.29,305.0,4.2899,12393.366666666669,15952.530973451328,2266.636029411765,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0
1060,3.7556,71.88,260.25,237.0,3.6963,890.6832298136646,57405.057692307695,1221.605,19.2,77.0,21.21,0.0,1.0,0,0,0,0,0
113,4.2591,40.18,72.14,105.0,3.8147,1791.121951219512,41917.357142857145,3972.294520547945,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
420,4.1954,47.19,193.2,180.0,1.2804,4392.511013215859,5632.4,1429.738317757009,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
999,3.7105,76.67,52.67,44.0,3.2582,1072.0833333333333,1621.0,12.48051948051948,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
780,4.1246,41.67,237.5,197.0,4.3453,,4097.789473684211,406.6117647058824,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0
596,2.5916,67.05,359.17,367.0,2.3091,650.6410256410256,204.5,0.0570342205323193,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
1045,3.7901,24.4,290.6,192.0,2.4346,1106.4356435643565,10510.270833333334,257.9073170731708,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
797,3.7533,12.24,192.8,249.0,3.2509,338.3647798742138,5618.125,325.86315789473684,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
410,,,,,,0.0,435.0,0.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
104,4.3517,62.05,277.0,136.0,4.7512,9878.83597883598,77171.09615384616,13237.138554216868,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0
822,2.7456,76.85,230.33,208.0,2.9077,9246.42857142857,32503.83,1894.9065934065927,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
850,,,,,,0.0,50.0,0.0,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
360,3.1304,9.87,184.25,145.0,3.5203,182.3741007194245,4114.083333333333,61.72527472527472,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
782,3.0431,39.13,72.14,36.0,3.0531,1400.78125,9451.55,469.6265060240964,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0
295,,,,,,,3540.333333333333,0.0,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
640,3.1856,82.69,51.6,32.0,3.6724,4.504504504504505,8434.916666666666,97.34928229665071,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
304,3.6945,46.2,72.14,81.0,3.6628,131.2925170068027,6517.090909090909,609.917808219178,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1
751,3.196,20.54,49.75,68.0,3.7195,402.8571428571428,7697.875,249.9253731343284,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
350,3.2897,8.87,72.14,81.0,3.3083,1165.3111111111111,6359.101449275362,782.705035971223,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
912,3.34,39.66,334.67,361.0,3.8753,437.2549019607843,1558.0,2.5240384615384617,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
543,2.2025,50.0,202.83,263.0,3.0258,8065185.483870967,134803.06779661018,1775.8589743589744,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0
446,3.3723,89.66,237.5,302.0,4.2484,1320.945945945946,38145.01,2474.1375,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1
458,2.5418,31.32,73.33,47.0,3.1089,440773.8858695653,7727.8,474.8238636363636,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
599,3.8188,7.29,193.2,180.0,3.892,335.2564102564103,5901.6,251.72043010752688,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
216,2.367,44.83,260.25,322.0,3.8174,4.62962962962963,2003.3333333333333,0.0674157303370786,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
1089,3.4311,86.82,195.67,271.0,3.4377,18128.46153846154,0.0,0.0222222222222222,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
138,3.8297,48.0,356.29,388.0,3.9175,29095.6,53161.71929824561,1911.8159509202453,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
978,3.7064,15.43,385.75,352.0,2.9234,4933.87027027027,1802.090909090909,22.619565217391305,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
947,3.0641,5.59,63.75,154.0,2.802,3708.730158730159,3931.642857142857,0.8763440860215054,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
389,3.1149,71.05,89.75,82.0,3.1299,2113.521739130435,3379.1428571428573,125.67883211678831,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
696,3.0144,12.91,392.0,362.0,3.2247,686.7848837209302,9301.276923076925,2027.496598639456,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
940,3.6178,60.85,290.33,245.0,3.8793,3142.8030303030305,6218.363636363636,229.205,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
308,4.6449,41.6,356.29,358.0,4.8216,5659.553191489362,23643.528846153848,350.14204545454544,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
929,4.0107,58.51,280.83,319.0,3.7973,996.4566929133858,7710.923076923077,212.27,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
456,4.1743,24.63,255.57,207.0,4.0698,3706.494845360825,27806.4,591.2244897959183,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
1023,3.9245,4.74,385.75,231.0,4.2777,1730.597014925373,8138.411764705882,113.09420289855072,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
5,3.5537,66.55,290.33,269.0,3.0744,2557.5703125,10102.208333333334,855.632768361582,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
121,4.4498,8.16,356.29,358.0,4.3211,32433.75796178344,4206.6875,344.42857142857144,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
120,3.4326,41.38,356.29,356.0,3.137,1068.58407079646,2733.6444444444446,87.77272727272727,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
852,3.268,67.12,299.67,374.0,4.0682,2100.602409638554,16312.25925925926,76.24742268041237,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0
1212,2.7328,32.14,281.0,184.0,3.1337,2770.121951219512,101.0,0.0252525252525252,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
471,3.1686,88.49,356.29,358.0,2.0658,2668.3811659192825,8513.90322580645,1732.1367521367522,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0
327,2.6777,51.72,36.0,56.0,2.2052,4535.0,6829.666666666667,192.8869565217392,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
493,3.6459,41.49,341.5,340.0,3.5316,462.2782258064516,22125.25,2151.2909090909093,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0
289,2.6646,28.57,193.2,180.0,2.9173,832.010582010582,4474.2307692307695,10.48611111111111,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
110,4.1992,19.2,96.25,112.0,3.9083,7878.1511627906975,39765.78620689656,3455.306748466258,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0
445,3.3609,27.03,356.29,356.0,2.9007,579.051724137931,4674.333333333333,81.55066079295155,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0
757,3.8977,28.93,14.67,145.0,4.0769,73016.75418994413,36975.79891304348,5627.803278688524,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0
670,,,,,,0.0,407.0,0.0,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0
255,3.6478,21.8,170.25,150.0,3.3831,5146.673202614379,11011.641025641024,72.9578313253012,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0
