customer_id,dar_night_tower,tower_id,subward_name,subward_id,ward_name,ward_id,rank,prop_known,kmeans,binary_dv
1040,469,469,Basihaya,86,Bunju,86,115,0.739361702,4,0
269,303,303,Basihaya,86,Bunju,86,115,0.739361702,4,0
1082,401,401,Kinondoni Shamba,35,Kinondoni,18,40,0.882978723,5,0
1127,366,366,Sinza 'D',108,Sinza,23,88,0.904255319,5,0
17,376,376,Ulongoni,259,Gongolamboto,12,231,0.845744681,3,1
1007,331,331,Karakata,212,Kipawa,46,261,0.664893617,3,1
633,358,358,Mabibo Farasi,50,Mabibo,35,153,0.89893617,4,0
1087,175,175,Makumbusho,100,Makumbusho,37,45,0.893617021,5,0
309,44,44,Kiwalani,238,Kiwalani,31,197,0.64893617,3,0
546,420,420,Karume,201,Ilala,33,43,0.936170213,5,0
79,333,333,Bonyokwa,197,Kinyerezi,43,214,0.867021277,3,0
765,249,249,NHC,59,Ubungo,71,32,0.904255319,5,0
911,389,389,Kibwegere,67,Kibamba,82,262,0.70212766,3,1
612,273,273,TPDC,123,Mikocheni,48,5,0.813829787,5,0
156,248,248,Makumbusho,38,Mzimuni,30,49,0.484042553,5,0
560,535,535,Bwawani,26,Mwananyamala,54,207,0.85106383,3,0
897,164,164,Stopover,140,Saranga,29,267,0.430851064,3,1
186,440,440,Malapa,215,Buguruni,80,161,0.888297872,4,0
693,492,492,Kisiwani,214,Buguruni,80,150,0.888297872,4,0
202,480,480,Kwa Yusufu,150,Msigani,60,224,0.484042553,3,0
713,241,241,Mikoroshini,33,Msasani,72,48,0.765957447,5,0
49,120,120,Kivule,264,Majohe,83,375,0.505319149,1,1
591,551,551,Makongo,161,Makongo,7,80,0.829787234,5,0
839,20,20,Mvuleni,55,Manzese,42,308,0.984042553,1,1
1168,492,492,Kisiwani,214,Buguruni,80,150,0.888297872,4,0
9,141,141,Mwinjuma,22,Mwananyamala,54,289,0.85106383,2,1
118,381,381,Lubakaya,254,Chanika,13,436,0.654255319,1,1
1085,186,186,Zavala,265,Majohe,83,433,0.505319149,1,1
680,545,545,Kipunguni 'B',257,Kivule,73,324,0.54787234,1,1
1066,290,290,Kisiwani,103,Makumbusho,37,103,0.893617021,4,0
641,476,476,Mikoroshini,33,Msasani,72,48,0.765957447,5,0
340,249,249,NHC,59,Ubungo,71,32,0.904255319,5,0
189,155,155,Kwa Tumbo,17,Tandale,78,371,0.813829787,1,1
946,33,33,Makuti 'A',3,Magomeni,44,104,0.888297872,4,0
1021,72,72,Temboni,152,Msigani,60,172,0.484042553,3,0
1081,330,330,Baruti,116,Kimara,20,138,0.914893617,4,0
21,265,265,Saranga,138,Saranga,29,414,0.430851064,1,1
179,84,84,Mpakani,15,Ndugumbi,62,410,0.372340426,1,1
972,175,175,Makumbusho,100,Makumbusho,37,45,0.893617021,5,0
1102,277,277,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
548,39,39,Luguruni,149,Kwembe,85,409,0.367021277,1,1
738,12,12,Kinzudi,71,Goba,47,190,0.712765957,3,0
211,321,321,Michungwani,143,Saranga,29,358,0.430851064,1,1
102,53,53,Kimanga,271,Kimanga,41,237,0.760638298,3,1
1123,84,84,Mpakani,15,Ndugumbi,62,410,0.372340426,1,1
867,198,198,Kimara B,141,Saranga,29,305,0.430851064,1,1
1060,91,91,Mwembe Madafu,173,Ukonga,67,154,0.808510638,4,0
113,366,366,Sinza 'D',108,Sinza,23,88,0.904255319,5,0
999,25,25,Mtongani,81,Kunduchi,25,44,0.760638298,5,0
780,391,391,Kiwalani,238,Kiwalani,31,197,0.64893617,3,0
1045,190,190,Migombani,242,Segerea,9,178,0.882978723,3,0
410,146,146,Sinza 'C',104,Sinza,23,42,0.904255319,5,0
104,469,469,Basihaya,86,Bunju,86,115,0.739361702,4,0
822,59,59,Gongolamboto,260,Gongolamboto,12,208,0.845744681,3,0
850,21,21,Ulongoni,259,Gongolamboto,12,231,0.845744681,3,1
360,538,538,Kibo,62,Ubungo,71,92,0.904255319,4,0
782,123,123,Kijitonyama,111,Kijitonyama,55,36,0.89893617,5,0
295,440,440,Malapa,215,Buguruni,80,161,0.888297872,4,0
640,249,249,NHC,59,Ubungo,71,32,0.904255319,5,0
350,20,20,Mvuleni,55,Manzese,42,308,0.984042553,1,1
912,526,526,Mabwepande,164,Mabwepande,16,361,0.574468085,1,1
543,219,219,Mlalakuwa,162,Makongo,7,168,0.829787234,4,0
446,196,196,Darajani,126,Mikocheni,48,31,0.813829787,5,0
458,79,79,Kibo,62,Ubungo,71,92,0.904255319,4,0
599,79,79,Kibo,62,Ubungo,71,92,0.904255319,4,0
216,465,465,Darajani,272,Kimanga,41,322,0.760638298,1,1
1089,528,528,Azimio,49,Mabibo,35,271,0.89893617,3,1
138,260,260,Baruti,116,Kimara,20,138,0.914893617,4,0
978,488,488,Makanya,13,Ndugumbi,62,402,0.372340426,1,1
947,308,308,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
389,15,15,Barafu,97,Mburahati,52,203,0.760638298,3,0
696,297,297,Kilimani,54,Manzese,42,233,0.984042553,3,1
940,40,40,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
308,170,170,Michungwani,143,Saranga,29,358,0.430851064,1,1
929,115,115,Kimamba,8,Makurumla,90,155,0.430851064,4,0
1023,215,215,Kivule,258,Kivule,73,291,0.54787234,2,1
5,308,308,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
120,364,364,King'ongo,142,Saranga,29,356,0.430851064,1,1
1212,528,528,Azimio,49,Mabibo,35,271,0.89893617,3,1
471,321,321,Michungwani,143,Saranga,29,358,0.430851064,1,1
327,12,12,Kinzudi,71,Goba,47,190,0.712765957,3,0
289,407,407,Kibangu,93,Makuburi,63,180,0.611702128,3,0
445,364,364,King'ongo,142,Saranga,29,356,0.430851064,1,1
757,495,495,Mikocheni 'B',122,Mikocheni,48,2,0.813829787,5,0
670,528,528,Azimio,49,Mabibo,35,271,0.89893617,3,1
255,111,111,Mogo,211,Kipawa,46,211,0.664893617,3,0
712,175,175,Makumbusho,100,Makumbusho,37,45,0.893617021,5,0
1202,551,551,Makongo,161,Makongo,7,80,0.829787234,5,0
1124,104,104,Kinyerezi,198,Kinyerezi,43,134,0.867021277,4,0
1057,226,226,Mabibo Farasi,50,Mabibo,35,153,0.89893617,4,0
265,163,163,Kilungule 'A',118,Kimara,20,215,0.914893617,3,0
746,426,426,Mogo,211,Kipawa,46,211,0.664893617,3,0
282,321,321,Michungwani,143,Saranga,29,358,0.430851064,1,1
262,150,150,Kibangu,93,Makuburi,63,180,0.611702128,3,0
427,266,266,Luguruni,149,Kwembe,85,409,0.367021277,1,1
137,318,318,Kipunguni,213,Kipawa,46,136,0.664893617,4,0
100,228,228,Sinza 'C',104,Sinza,23,42,0.904255319,5,0
227,173,173,Wazo,169,Wazo,4,113,0.64893617,4,0
190,222,222,Mbezi Beach 'A',75,Kawe,70,19,0.781914894,5,0
851,331,331,Karakata,212,Kipawa,46,261,0.664893617,3,1
906,178,178,Mwinjuma,22,Mwananyamala,54,289,0.85106383,2,1
291,142,142,Msimbazi,193,Tabata,87,142,0.888297872,4,0
301,59,59,Gongolamboto,260,Gongolamboto,12,208,0.845744681,3,0
492,33,33,Makuti 'A',3,Magomeni,44,104,0.888297872,4,0
473,234,234,Kwajongo,10,Makurumla,90,250,0.430851064,3,1
985,193,193,Karakata,212,Kipawa,46,261,0.664893617,3,1
520,251,251,Kisiwani,214,Buguruni,80,150,0.888297872,4,0
1096,191,191,Mbezi Luisi,133,Mbezi,49,156,0.765957447,4,0
264,424,424,Kibangu,93,Makuburi,63,180,0.611702128,3,0
744,191,191,Mbezi Luisi,133,Mbezi,49,156,0.765957447,4,0
109,75,75,Pugu Station,180,Pugu,8,340,0.670212766,1,1
1197,459,459,Tunguni,250,Chanika,13,431,0.654255319,1,1
673,300,300,Matangini,144,Saranga,29,406,0.430851064,1,1
655,549,549,Nyeburu,267,Majohe,83,397,0.505319149,1,1
266,120,120,Kivule,264,Majohe,83,375,0.505319149,1,1
866,39,39,Luguruni,149,Kwembe,85,409,0.367021277,1,1
1036,44,44,Kiwalani,238,Kiwalani,31,197,0.64893617,3,0
465,381,381,Lubakaya,254,Chanika,13,436,0.654255319,1,1
122,278,278,Mnazi Mmoja,53,Manzese,42,163,0.984042553,4,0
1195,549,549,Nyeburu,267,Majohe,83,397,0.505319149,1,1
842,516,516,Sinza 'A',105,Sinza,23,34,0.904255319,5,0
915,234,234,Kwajongo,10,Makurumla,90,250,0.430851064,3,1
381,59,59,Gongolamboto,260,Gongolamboto,12,208,0.845744681,3,0
787,137,137,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
435,142,142,Msimbazi,193,Tabata,87,142,0.888297872,4,0
1093,108,108,Oysterbay,30,Msasani,72,4,0.765957447,5,0
257,312,312,Mtongani,81,Kunduchi,25,44,0.760638298,5,0
516,113,113,Mission Quarter,206,Mchikichini,14,77,0.792553191,5,0
205,245,245,Migombani,242,Segerea,9,178,0.882978723,3,0
31,75,75,Pugu Station,180,Pugu,8,340,0.670212766,1,1
859,303,303,Basihaya,86,Bunju,86,115,0.739361702,4,0
351,376,376,Ulongoni,259,Gongolamboto,12,231,0.845744681,3,1
706,292,292,Kilungule,89,Bunju,86,146,0.739361702,4,0
491,115,115,Kimamba,8,Makurumla,90,155,0.430851064,4,0
525,12,12,Kinzudi,71,Goba,47,190,0.712765957,3,0
679,519,519,Tembomgwaza,270,Kimanga,41,294,0.760638298,2,1
1107,1,1,Mwenge,109,Kijitonyama,55,28,0.89893617,5,0
794,328,328,Mwenge,109,Kijitonyama,55,28,0.89893617,5,0
335,277,277,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
597,242,242,Matosa,69,Goba,47,170,0.712765957,3,0
1111,355,355,Darajani,272,Kimanga,41,322,0.760638298,1,1
1005,330,330,Baruti,116,Kimara,20,138,0.914893617,4,0
322,171,171,Kagera Mikoroshini,14,Ndugumbi,62,352,0.372340426,1,1
914,390,390,Miembeni,207,Vingunguti,68,313,0.819148936,1,1
349,217,217,Kigogo Mkwajuni,42,Kigogo,6,312,0.824468085,1,1
878,142,142,Msimbazi,193,Tabata,87,142,0.888297872,4,0
328,495,495,Mikocheni 'B',122,Mikocheni,48,2,0.813829787,5,0
1084,371,371,Malamba Mawili,153,Msigani,60,206,0.484042553,3,0
620,390,390,Miembeni,207,Vingunguti,68,313,0.819148936,1,1
404,334,334,Pwani,78,Kunduchi,25,70,0.760638298,5,0
210,445,445,Salasala,170,Wazo,4,72,0.64893617,5,0
234,355,355,Darajani,272,Kimanga,41,322,0.760638298,1,1
853,182,182,Mgeule,268,Majohe,83,398,0.505319149,1,1
743,137,137,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
302,460,460,Sinza 'E',107,Sinza,23,50,0.904255319,5,0
611,191,191,Mbezi Luisi,133,Mbezi,49,156,0.765957447,4,0
128,40,40,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
889,508,508,Golani,121,Kimara,20,173,0.914893617,3,0
667,305,305,Liwiti,245,Segerea,9,179,0.882978723,3,0
217,318,318,Kipunguni,213,Kipawa,46,136,0.664893617,4,0
1042,241,241,Mikoroshini,33,Msasani,72,48,0.765957447,5,0
869,245,245,Migombani,242,Segerea,9,178,0.882978723,3,0
969,60,60,Mazizini,174,Ukonga,67,199,0.808510638,3,0
371,15,15,Barafu,97,Mburahati,52,203,0.760638298,3,0
414,222,222,Mbezi Beach 'A',75,Kawe,70,19,0.781914894,5,0
549,366,366,Sinza 'D',108,Sinza,23,88,0.904255319,5,0
400,381,381,Lubakaya,254,Chanika,13,436,0.654255319,1,1
936,52,52,Sinza 'C',104,Sinza,23,42,0.904255319,5,0
24,111,111,Mogo,211,Kipawa,46,211,0.664893617,3,0
2,413,413,Mtambani A,224,Jangwani,11,75,0.914893617,5,0
785,466,466,Bangulo,181,Pugu,8,349,0.670212766,1,1
1083,312,312,Mtongani,81,Kunduchi,25,44,0.760638298,5,0
365,445,445,Salasala,170,Wazo,4,72,0.64893617,5,0
1011,500,500,Sinza 'A',105,Sinza,23,34,0.904255319,5,0
709,300,300,Matangini,144,Saranga,29,406,0.430851064,1,1
426,438,438,Ukwamani,73,Kawe,70,68,0.781914894,5,0
317,59,59,Gongolamboto,260,Gongolamboto,12,208,0.845744681,3,0
996,243,243,Kombo,209,Vingunguti,68,346,0.819148936,1,1
582,13,13,Mwinyimkuu,40,Mzimuni,30,82,0.484042553,5,0
953,277,277,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
443,171,171,Kagera Mikoroshini,14,Ndugumbi,62,352,0.372340426,1,1
645,440,440,Malapa,215,Buguruni,80,161,0.888297872,4,0
690,325,325,Mabibo,45,Mabibo,35,122,0.89893617,4,0
167,460,460,Sinza 'E',107,Sinza,23,50,0.904255319,5,0
80,142,142,Msimbazi,193,Tabata,87,142,0.888297872,4,0
766,427,427,Kibamba,68,Kibamba,82,169,0.70212766,4,0
727,127,127,Mpakani 'B',115,Kijitonyama,55,81,0.89893617,5,0
572,56,56,Makabe,132,Mbezi,49,177,0.765957447,3,0
1171,318,318,Kipunguni,213,Kipawa,46,136,0.664893617,4,0
979,303,303,Basihaya,86,Bunju,86,115,0.739361702,4,0
294,308,308,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
1148,84,84,Mpakani,15,Ndugumbi,62,410,0.372340426,1,1
232,413,413,Mtambani A,224,Jangwani,11,75,0.914893617,5,0
494,226,226,Mabibo Farasi,50,Mabibo,35,153,0.89893617,4,0
191,459,459,Tunguni,250,Chanika,13,431,0.654255319,1,1
106,544,544,Mbweni,84,Mbweni,1,47,0.627659574,5,0
355,72,72,Temboni,152,Msigani,60,172,0.484042553,3,0
664,394,394,Makongo,161,Makongo,7,80,0.829787234,5,0
900,438,438,Ukwamani,73,Kawe,70,68,0.781914894,5,0
1113,297,297,Kilimani,54,Manzese,42,233,0.984042553,3,1
898,441,441,Madala,166,Wazo,4,131,0.64893617,4,0
8,407,407,Kibangu,93,Makuburi,63,180,0.611702128,3,0
1155,2,2,Bombani,178,Pugu,8,353,0.670212766,1,1
789,224,224,Mpakani 'B',115,Kijitonyama,55,81,0.89893617,5,0
299,490,490,Ugombolwa,243,Segerea,9,193,0.882978723,3,0
1118,541,541,Kumbukumbu,37,Kinondoni,18,20,0.882978723,5,0
32,164,164,Stopover,140,Saranga,29,267,0.430851064,3,1
172,287,287,Mwongozo,95,Makuburi,63,277,0.611702128,2,1
631,329,329,Salasala,170,Wazo,4,72,0.64893617,5,0
222,385,385,Kilungule 'B',119,Kimara,20,201,0.914893617,3,0
1175,307,307,Mabibo,45,Mabibo,35,122,0.89893617,4,0
1098,547,547,Stopover,140,Saranga,29,267,0.430851064,3,1
281,467,467,Mzinga,248,Kitunda,22,198,0.707446809,3,0
135,17,17,Ulongoni,259,Gongolamboto,12,231,0.845744681,3,1
1116,412,412,Kilongamiwa,82,Kunduchi,25,63,0.760638298,5,0
598,386,386,Kimara B,141,Saranga,29,305,0.430851064,1,1
324,137,137,Kitunda kati,247,Kitunda,22,260,0.707446809,3,1
229,73,73,Wazo,169,Wazo,4,113,0.64893617,4,0
180,324,324,Makoka,91,Makuburi,63,184,0.611702128,3,0
509,271,271,Alimaua 'A',113,Kijitonyama,55,105,0.89893617,4,0
683,59,59,Gongolamboto,260,Gongolamboto,12,208,0.845744681,3,0
407,407,407,Kibangu,93,Makuburi,63,180,0.611702128,3,0
997,531,531,Segerea,246,Segerea,9,127,0.882978723,4,0
938,305,305,Liwiti,245,Segerea,9,179,0.882978723,3,0
346,222,222,Mbezi Beach 'A',75,Kawe,70,19,0.781914894,5,0
916,163,163,Kilungule 'A',118,Kimara,20,215,0.914893617,3,0
753,182,182,Mgeule,268,Majohe,83,398,0.505319149,1,1
376,99,99,Kwa Yusufu,150,Msigani,60,224,0.484042553,3,0
519,156,156,Mbezi Kati,156,Mbezi Juu,5,89,0.728723404,5,0
1205,33,33,Makuti 'A',3,Magomeni,44,104,0.888297872,4,0
538,280,280,Msewe,63,Ubungo,71,65,0.904255319,5,0
428,210,210,Goba,72,Goba,47,145,0.712765957,4,0
1126,308,308,Mbuyuni,44,Kigogo,6,269,0.824468085,3,1
248,298,298,Kigogo Kati,43,Kigogo,6,290,0.824468085,2,1
429,389,389,Kibwegere,67,Kibamba,82,262,0.70212766,3,1
170,221,221,Yombo,240,Kiwalani,31,302,0.64893617,1,1
382,78,78,Mwembe Madafu,173,Ukonga,67,154,0.808510638,4,0
433,500,500,Sinza 'A',105,Sinza,23,34,0.904255319,5,0
568,307,307,Mabibo,45,Mabibo,35,122,0.89893617,4,0
