customer_id,before_call_entropy,before_perc_of_calls_to_dar,before_calls_to_dar_ward_rank,before_calls_to_dar_subward_rank,before_money_sent_normed,region_education,region_immunization_measles,region_antenatal_visits,region_parliament_female_male_ratio,region_population_millions,region_manyara,region_mara,region_pwani,region_ruvuma,region_shinyanga,binary_dv
1008,3.2208,32.7,290.33,269.0,,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
221,3.1211,37.9,22.0,342.0,364.75,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
316,3.8555,7.87,96.25,64.0,1345.408163265306,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
986,3.3587,58.62,107.6,101.0,1551.6129032258063,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
771,4.4316,37.26,277.0,248.0,427.35042735042737,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
761,3.7048,53.68,392.0,375.0,333.5483870967742,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
94,,,,,0.0,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1178,3.6899,21.31,193.2,180.0,21255.422885572138,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
686,2.9507,71.91,329.5,313.0,1262.8491620111731,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
86,3.0182,44.87,239.0,282.0,291.3333333333333,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
545,3.0991,68.75,250.12,270.0,203.97727272727272,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
423,3.2472,7.14,250.12,233.0,5792.12962962963,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
396,2.9748,85.29,57.4,50.0,,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
937,3.6642,19.91,106.2,45.0,884.3668341708543,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
881,3.3413,15.29,178.0,178.0,0.0,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
305,3.5704,24.14,106.2,45.0,2888.8596491228072,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
992,2.8509,57.24,280.83,195.0,455.06293706293707,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
203,3.7203,12.11,72.14,105.0,1685.7558139534883,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
896,3.5325,33.52,53.67,25.0,1426.3513513513512,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
1145,3.9177,34.46,352.5,281.0,3732.246636771301,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
482,4.2888,33.88,63.75,69.0,3593.526570048309,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1159,3.6098,60.63,356.29,414.0,839.568345323741,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
901,3.4907,46.67,392.0,397.0,1425.0,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
603,3.3567,6.63,52.67,44.0,1084.2448979591836,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
636,2.7186,70.46,170.25,161.0,1082.8877005347597,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
497,3.7677,22.84,392.0,397.0,185.05747126436785,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
430,3.0868,53.33,356.29,388.0,1179.295154185022,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,0
764,3.6253,42.39,202.83,156.0,524.2021276595744,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
464,1.7991,86.7,51.6,65.0,,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
432,1.871,2.78,307.5,291.0,,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
1129,4.2967,11.99,230.33,208.0,6962.032863849765,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
615,4.7473,85.45,184.25,26.0,887.5,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
945,3.4268,16.39,51.6,65.0,1993.0939226519336,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
372,3.6795,67.74,392.0,433.0,39.55555555555556,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
1144,,,,,0.0,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,1
480,3.0273,62.5,178.0,179.0,578.5123966942149,,,,0.75,0.7,0,0,0,0,0,1
1032,3.3895,3.4,52.67,44.0,1.2195121951219512,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
348,4.4528,45.15,329.5,313.0,579.5,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
182,,,,,0.0,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1062,3.6359,28.1,255.57,289.0,1034.1148648648648,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
987,3.9938,71.36,107.6,58.0,3407.4074074074074,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1038,2.5936,21.38,195.67,122.0,2447.5,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
931,3.9131,10.42,219.6,228.0,4150.349650349651,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
806,,,,,,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
550,3.4766,76.61,341.5,353.0,,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
126,3.5571,40.85,356.29,254.0,4133.841463414634,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
236,2.981,16.67,299.67,374.0,70.42682926829268,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,1
1002,3.2747,72.88,250.12,233.0,2401.5873015873017,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
860,2.9256,52.73,57.4,42.0,104.23076923076924,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1075,3.9626,14.83,93.75,147.0,688.8111888111888,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
166,2.2756,71.51,49.75,19.0,3837.5,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
1172,3.1178,25.0,195.67,122.0,519.7769784172662,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
26,2.9556,66.67,281.0,135.0,,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
416,3.325,39.22,144.83,107.0,992.063492063492,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
1105,3.4387,26.63,281.0,159.0,796.6367713004485,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
176,3.0496,31.76,250.12,270.0,1601.8662420382166,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
496,3.3922,41.83,399.2,245.0,2057.1428571428573,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,1
788,4.3618,46.59,14.67,2.0,22217.624031007752,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
207,3.1737,52.5,341.5,353.0,1331.1475409836066,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
256,3.2513,67.44,89.75,82.0,5606.547619047619,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
93,2.9969,41.58,193.2,180.0,138271.91780821918,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1016,,,,,0.0,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
704,3.7132,19.89,77.0,75.0,10627.393617021276,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
899,3.539,47.84,72.14,105.0,1981.25,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
398,3.0023,25.93,49.75,409.0,119.86111111111111,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
233,3.2948,8.93,202.67,136.0,723.6804733727811,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
58,4.3016,23.56,106.2,45.0,408.7837837837838,26.3,51.0,32.28,0.22,2.29,0,0,0,0,0,0
431,3.1729,73.62,112.4,104.0,1455.8559322033898,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
989,4.2237,29.15,70.4,55.0,10343.069306930693,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
1182,4.2594,13.23,202.83,249.0,126.92307692307692,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
268,4.0796,30.36,385.75,410.0,8.843537414965986,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,1
218,3.7386,9.52,202.83,234.0,70.58823529411765,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
397,3.8094,63.98,202.67,136.0,94.18604651162792,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
1120,,,,,,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
177,4.5259,21.86,49.75,97.0,21350.5,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
553,2.1251,89.61,255.57,207.0,906.4202334630352,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
336,2.6048,8.49,52.67,29.0,1599.2785714285717,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
223,1.1367,77.69,176.0,138.0,51.19047619047619,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
838,3.1012,85.67,170.25,161.0,296.319018404908,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
474,3.1053,77.38,170.25,158.0,12926.344086021503,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
1207,2.4973,28.44,72.14,163.0,4675327.523364486,,,,0.5,1.58,0,0,0,0,0,0
527,2.7338,58.82,141.5,80.0,237.9746835443038,19.6,86.7,39.82,0.38,2.77,0,0,0,0,0,0
1073,2.7096,4.51,77.0,86.0,230.8823529411765,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
454,1.6419,76.42,341.5,325.0,3768.966666666666,8.6,85.6,40.74,0.5,1.74,0,1,0,0,0,1
418,3.4042,59.68,250.12,254.0,1068.7179487179487,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
259,4.0639,11.88,144.83,142.0,4003.8216560509554,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
677,3.1556,32.01,141.5,80.0,1547.9274611398964,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
1100,4.4059,13.81,176.0,65.0,1840.8450704225352,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
99,2.9605,59.88,53.67,278.0,698.1944444444445,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
197,2.9639,11.82,51.6,18.0,140.85106382978722,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
244,2.4093,57.14,72.14,105.0,73.07692307692308,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
660,3.7676,25.59,356.29,267.0,6977.838323353293,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
292,3.7261,30.53,137.0,113.0,,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
736,3.4588,69.44,178.0,193.0,660.0584415584416,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,1
380,4.3782,23.18,385.75,410.0,625.5924170616114,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1131,1.8637,9.52,219.6,278.0,14.285714285714286,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
928,2.9962,22.86,36.0,48.0,657.070707070707,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,1
18,4.0462,64.06,57.4,88.0,2185.294117647059,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
1200,3.2287,50.0,355.25,358.0,,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,1
868,0.7761,95.24,237.5,197.0,1193.939393939394,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,1
242,2.5328,22.52,202.83,156.0,,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
84,3.861,28.64,169.25,119.0,11551.69540229885,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,1
479,2.1777,8.5,229.0,260.0,1522.4120603015076,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
642,4.1307,74.5,51.6,26.0,16258.333333333334,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,1
863,3.3505,39.42,307.5,291.0,49047.619047619046,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,1
1181,4.3418,24.49,255.57,243.0,1628.8461538461538,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
870,3.3838,69.74,255.57,192.0,796.2745098039215,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
1169,2.2538,59.06,195.67,153.0,1253.1767955801106,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,0
108,3.3358,23.48,202.83,177.0,2844.5054945054944,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
1157,3.5573,33.69,106.2,110.0,13700.0,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
813,4.4977,68.12,144.83,142.0,1226.6935483870968,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,1
356,,,,,,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,1
926,4.0591,13.12,193.2,134.0,1276.975806451613,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
169,,,,,0.0,15.2,82.3,38.58,0.5,2.13,0,0,0,0,0,1
526,3.1967,11.22,280.83,319.0,434.8591549295775,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
88,2.9274,32.37,229.0,260.0,3879.8947368421054,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
925,3.1362,5.56,230.33,231.0,2.5,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,1
763,3.1221,9.7,8.5,9.0,1588.3152173913045,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
1061,3.0663,43.18,16.0,14.0,2106.35838150289,18.1,83.3,22.44,0.25,2.71,0,0,0,0,0,0
1076,3.0598,79.84,230.33,231.0,348.17808219178085,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,1
831,3.5789,31.27,49.75,68.0,2577.777777777778,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,1
505,,,,,0.0,19.4,70.0,33.42,0.33,1.53,0,0,0,0,1,0
96,3.3274,14.29,51.6,65.0,,19.6,81.0,63.16,1.0,1.43,1,0,0,0,0,0
199,2.3493,78.79,251.67,155.0,152.52898550724638,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
1121,1.8911,20.0,381.0,382.0,4011.023622047244,8.3,91.3,46.53,0.75,1.38,0,0,0,1,0,0
1099,3.6184,54.43,106.2,45.0,,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
67,4.1537,10.49,260.25,188.0,9.523809523809524,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1079,3.1569,67.88,193.2,277.0,,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
724,3.6887,24.41,281.0,231.0,2545.310160427808,,,,0.75,0.7,0,0,0,0,0,0
1041,3.6148,25.96,72.14,105.0,45956.1797752809,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
361,3.0225,37.68,195.25,199.0,1818.571428571429,20.4,92.2,63.64,0.8,1.1,0,0,1,0,0,0
440,3.6142,17.64,329.5,313.0,17343.35907335907,15.7,94.0,45.52,1.2,1.27,0,0,0,0,0,0
504,3.0501,88.7,255.57,243.0,,,,,0.75,0.7,0,0,0,0,0,0
450,1.924,44.06,250.12,163.0,267.96875,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
403,4.4374,14.12,22.0,26.0,1314.796052631579,17.3,85.0,49.14,0.49,1.3,0,0,0,0,0,0
1192,3.4166,19.42,230.33,231.0,474.72972972972974,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
421,2.9488,47.64,385.75,410.0,702.7083333333334,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,1
374,3.6103,61.54,230.33,208.0,13293171.05263158,18.2,97.1,46.49,0.75,2.46,0,0,0,0,0,0
619,3.3449,28.57,144.83,107.0,813.6363636363636,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
857,3.5002,5.49,341.5,353.0,5001.4375,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
518,2.5036,66.67,230.33,231.0,625.974025974026,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
97,4.8916,47.26,250.12,308.0,2852.186813186813,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
843,2.6548,2.93,202.67,211.0,1733.7662337662337,11.8,93.3,38.82,0.33,0.94,0,0,0,0,0,0
720,2.611,20.78,72.14,105.0,1078.224358974359,18.6,92.4,50.9,0.67,2.22,0,0,0,0,0,0
1161,3.5437,34.76,57.4,34.0,729.6296296296297,17.8,84.8,41.46,0.5,2.08,0,0,0,0,0,0
1154,2.5643,20.0,249.42,245.0,0.6711409395973155,,,,0.5,1.58,0,0,0,0,0,1
971,3.7076,24.71,49.75,15.0,9868.311377245507,16.8,91.4,52.21,0.38,1.69,0,0,0,0,0,0
395,4.5526,2.64,170.25,161.0,5732.242990654206,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,1
729,3.742,42.58,144.83,346.0,216.2295081967213,15.1,84.8,40.63,0.3,2.05,0,0,0,0,0,0
1187,3.8203,51.31,170.25,150.0,2728.1102362204724,8.4,96.9,61.11,0.88,1.64,0,0,0,0,0,0
